brand_set,gear_set,name,is_named,is_exotic,core_1,core_2,core_3,minor_1,minor_2,minor_3,talent_slot,mod_1,mod_2,mod_3
Overlord Armaments,N/A,Overlord Armaments Backpack,false,false,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,type:backpack,type:gear-mod,N/A,N/A
Petrov Defense Group,N/A,Petrov Defense Group Backpack,false,false,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,type:backpack,type:gear-mod,N/A,N/A
Providence Defense,N/A,Providence Defense Backpack,false,false,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,type:backpack,type:gear-mod,N/A,N/A
Sokolov Concern,N/A,Sokolov Concern Backpack,false,false,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,type:backpack,type:gear-mod,N/A,N/A
Urban Lookout,N/A,Urban Lookout Backpack,false,false,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,type:backpack,type:gear-mod,N/A,N/A
"Walker, Harris & Co.",N/A,"Walker, Harris & Co. Backpack",false,false,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,type:backpack,type:gear-mod,N/A,N/A
Zwiadowka Sp. z o.o.,N/A,Zwiadowka Sp. z o.o. Backpack,false,false,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,type:backpack,type:gear-mod,N/A,N/A
N/A,Aces & Eights,Aces & Eights Backpack,false,false,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,fixed:Ace in the Sleeve,type:gear-mod,N/A,N/A
N/A,Aegis,Aegis Backpack,false,false,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,fixed:Polyethylene Plating,type:gear-mod,N/A,N/A
N/A,Breaking Point,Breaking Point Backpack,false,false,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,fixed:Point of honor,type:gear-mod,N/A,N/A
N/A,Cavalier,Cavalier Backpack,false,false,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,fixed:Safe Charging,type:gear-mod,N/A,N/A
N/A,Concentrated Company,Concentrated Company Backpack,false,false,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,fixed:One for All,type:gear-mod,N/A,N/A
N/A,Eclipse Protocol,Eclipse Protocol Backpack,false,false,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,fixed:Symptom Aggravator,type:gear-mod,N/A,N/A
N/A,Foundry Bulwark,Foundry Bulwark Backpack,false,false,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,fixed:Process Refinery,type:gear-mod,N/A,N/A
N/A,Future Initiative,Future Initiative Backpack,false,false,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,fixed:Advanced Combat Tactics,type:gear-mod,N/A,N/A
N/A,Hard Wired,Hard Wired Backpack,false,false,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,fixed:Short Circuit,type:gear-mod,N/A,N/A
N/A,Heartbreaker,Heartbreaker Backpack,false,false,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,fixed:Cold,type:gear-mod,N/A,N/A
N/A,Hotshot,Hotshot Backpack,false,false,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,fixed:Lucky,type:gear-mod,N/A,N/A
N/A,Hunter's Fury,Hunter's Fury Backpack,false,false,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,fixed:Overwhelming Force,type:gear-mod,N/A,N/A
N/A,Measured Assembly,Measured Assembly Backpack,false,false,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,fixed:Smart Cooperation,type:gear-mod,N/A,N/A
N/A,Negotiator's Dilemma,Negotiator's Dilemma Backpack,false,false,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,fixed:Critical Measures,type:gear-mod,N/A,N/A
N/A,Ongoing Directive,Ongoing Directive Backpack,false,false,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,fixed:Trauma Specialist,type:gear-mod,N/A,N/A
N/A,Ortiz: Exuro,Ortiz: Exuro Backpack,false,false,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,fixed:Heatstroke,type:gear-mod,N/A,N/A
N/A,Rigger,Rigger Backpack,false,false,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,fixed:Complete Uptime,type:gear-mod,N/A,N/A
N/A,Striker's Battlegear,Striker's Battlegear Backpack,false,false,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,fixed:Risk Management,type:gear-mod,N/A,N/A
N/A,Tip of the Spear,Tip of the Spear Backpack,false,false,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,fixed:Signature Moves,type:gear-mod,N/A,N/A
N/A,Tipping Scales,Tipping Scales Backpack,false,false,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,fixed:Snowball,type:gear-mod,N/A,N/A
N/A,True Patriot,True Patriot Backpack,false,false,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,fixed:Patriotic Boost,type:gear-mod,N/A,N/A
N/A,Umbra Initiative,Umbra Initiative Backpack,false,false,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,fixed:Into the Light,type:gear-mod,N/A,N/A
N/A,Virtuoso,Virtuoso Backpack,false,false,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,fixed:Accelerando,type:gear-mod,N/A,N/A
N/A,Core Strength,Core Strength Backpack,false,false,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,type:backpack,type:gear-mod,N/A,N/A
Belstone Armory,N/A,Liquid Engineer,true,false,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,fixed:Perfect Bloodsucker,type:gear-mod,N/A,N/A
Brazos de Arcabuz,N/A,Hermano,true,false,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,fixed:Perfect Overclock,type:gear-mod,N/A,N/A
Habsburg Guard,N/A,The Courier,true,false,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,fixed:Perfect Creeping Death,type:gear-mod,N/A,N/A
Lengmo,N/A,Backbone,true,false,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,fixed:Perfect Unstoppable Force,type:gear-mod,N/A,N/A
Golan Gear Ltd,N/A,Anarchist's Cookbook,true,false,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,fixed:Perfect Wicked,type:gear-mod,N/A,N/A
China Light Industries,N/A,Strategic Alignment,true,false,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,fixed:Perfect Shock and Awe,type:gear-mod,N/A,N/A
Electrique,N/A,Lavoisier,true,false,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,fixed:Perfect Galvanize,type:gear-mod,N/A,N/A
"Walker, Harris & Co.",N/A,Matador,true,false,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,fixed:Perfect Adrenaline Rush,type:gear-mod,N/A,N/A
Providence Defense,N/A,The Gift,true,false,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,fixed:Perfect Vigilance,type:gear-mod,N/A,N/A
Alps Summit Armaments,N/A,Percussive Maintenance,true,false,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,fixed:Perfect Tech Support,type:gear-mod,N/A,N/A
Legatus S.p.A,N/A,Vigil,true,false,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,fixed:Perfect Versatile,type:gear-mod,N/A,N/A
Ceska Vyroba s.r.o.,N/A,Devil's Due,true,false,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,fixed:Perfect Clutch,type:gear-mod,N/A,N/A
Empress International,N/A,Battery Pack,true,false,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,fixed:Perfect Calculated,type:gear-mod,N/A,N/A
Uzina Getica,N/A,The Setup,true,false,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,fixed:Perfect Opportunistic,type:gear-mod,N/A,N/A
Hana-U Corporation,N/A,Force Multiplier,true,false,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,fixed:Perfect Combined Arms,type:gear-mod,N/A,N/A
Palisade Steelworks,N/A,Proxy,true,false,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,fixed:Perfect Tamper Proof,type:gear-mod,N/A,N/A
Shiny Monkey,N/A,Axel,true,false,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,fixed:Perfect Energize,type:gear-mod,N/A,N/A
Imminence Armaments,N/A,Cap'n,true,false,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,fixed:Perfect Leadership,type:gear-mod,N/A,N/A
Grupo Sombra S.A.,N/A,Festive Delivery,true,false,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,fixed:Fireworks Show,type:gear-mod,N/A,N/A
N/A,N/A,Acosta's Go-Bag,false,true,fixed:Skill Tier,N/A,N/A,fixed:Skill Damage,fixed:Skill Haste,N/A,fixed:One in the Hand... ...Two in the bag,type:gear-mod,N/A,N/A
N/A,N/A,Birdie's Quick Fix Pack,false,true,fixed:Skill Tier,N/A,N/A,fixed:Skill Haste,fixed:Repair Skills,N/A,fixed:Combat Medic,type:gear-mod,N/A,N/A
N/A,N/A,Memento,false,true,fixed:Weapon Damage,fixed:Armor,fixed:Skill Tier,N/A,N/A,N/A,fixed:Kill Confirmed,type:gear-mod,N/A,N/A
N/A,N/A,NinjaBike Messenger Backpack,false,true,fixed:Weapon Damage,fixed:Armor,fixed:Skill Tier,N/A,N/A,N/A,fixed:Resourceful,type:gear-mod,N/A,N/A
N/A,N/A,Harrier Pride,false,true,fixed:Weapon Damage,fixed:Armor,fixed:Skill Tier,N/A,N/A,N/A,fixed:Rebalance,type:gear-mod,N/A,N/A
